Fuel Type,Model Year,Engine Size,Cylinders,Fuel Consumption City
Prm. Gasoline,2021,2.9,6.0,13.5
Prm. Gasoline,2021,2.9,6.0,13.1
Prm. Gasoline,2021,2.9,6.0,12.8
Prm. Gasoline,2021,2.9,6.0,13.8
Prm. Gasoline,2021,2.9,6.0,12.8
Prm. Gasoline,2021,2.9,6.0,12.8
Prm. Gasoline,2021,2.9,6.0,13.8
Prm. Gasoline,2021,2.9,6.0,13.8
Prm. Gasoline,2021,4.0,8.0,15.7
Prm. Gasoline,2021,4.0,8.0,15.7
Prm. Gasoline,2021,4.0,8.0,15.3
Prm. Gasoline,2021,4.0,8.0,15.3
Prm. Gasoline,2021,4.0,8.0,15.3
Diesel,2021,3.0,6.0,10.5
Diesel,2021,3.0,6.0,10.4
Reg. Gasoline,2021,3.6,6.0,11.9
Reg. Gasoline,2021,3.6,6.0,11.6
Reg. Gasoline,2021,5.7,8.0,16.2
Reg. Gasoline,2021,5.7,8.0,14.1
Diesel,2021,3.0,6.0,11.1
Reg. Gasoline,2021,3.6,6.0,12.1
Reg. Gasoline,2021,5.7,8.0,16.1
Reg. Gasoline,2021,5.7,8.0,14.0
Prm. Gasoline,2021,6.2,8.0,22.4
Reg. Gasoline,2021,3.6,6.0,13.9
Reg. Gasoline,2021,5.7,8.0,15.7
Reg. Gasoline,2021,3.6,6.0,14.5
Reg. Gasoline,2021,5.7,8.0,16.2
Reg. Gasoline,2021,2.4,4.0,11.2
Prm. Gasoline,2021,6.7,12.0,20.1
Prm. Gasoline,2021,6.7,12.0,20.1
Prm. Gasoline,2021,6.6,12.0,20.7
Prm. Gasoline,2021,6.6,12.0,20.7
Prm. Gasoline,2021,6.7,12.0,19.9
Prm. Gasoline,2021,6.7,12.0,19.9
Prm. Gasoline,2021,6.7,12.0,20.0
Prm. Gasoline,2021,6.7,12.0,20.0
Prm. Gasoline,2021,6.6,12.0,19.6
Prm. Gasoline,2021,6.6,12.0,19.6
Reg. Gasoline,2021,2.4,4.0,11.6
Reg. Gasoline,2021,2.0,4.0,8.5
Reg. Gasoline,2021,2.0,4.0,10.5
Reg. Gasoline,2021,2.5,4.0,8.8
Reg. Gasoline,2021,2.5,4.0,9.0
Reg. Gasoline,2021,2.0,4.0,8.3
Reg. Gasoline,2021,2.0,4.0,10.1
Reg. Gasoline,2021,2.0,4.0,8.4
Reg. Gasoline,2021,2.0,4.0,10.1
Reg. Gasoline,2021,2.4,4.0,9.9
Reg. Gasoline,2021,2.5,4.0,8.9
Reg. Gasoline,2021,2.4,4.0,10.1
Reg. Gasoline,2021,2.5,4.0,9.0
Prm. Gasoline,2021,2.0,4.0,12.9
Prm. Gasoline,2021,2.0,4.0,11.7
Prm. Gasoline,2021,2.5,4.0,14.4
Reg. Gasoline,2021,4.0,6.0,14.8
Reg. Gasoline,2021,4.0,6.0,14.8
Reg. Gasoline,2021,3.5,6.0,10.9
Reg. Gasoline,2021,2.5,4.0,9.5
Reg. Gasoline,2021,2.0,4.0,8.7
Reg. Gasoline,2021,2.5,4.0,8.5
Reg. Gasoline,2021,2.5,4.0,8.6
Reg. Gasoline,2021,3.5,6.0,10.5
Reg. Gasoline,2021,3.5,6.0,10.7
Reg. Gasoline,2021,3.5,6.0,10.8
Reg. Gasoline,2021,2.5,4.0,9.3
Reg. Gasoline,2021,2.5,4.0,9.5
Reg. Gasoline,2021,2.5,4.0,4.9
Reg. Gasoline,2021,2.5,4.0,5.3
Reg. Gasoline,2021,1.8,4.0,7.9
Reg. Gasoline,2021,1.8,4.0,8.1
Reg. Gasoline,2021,1.8,4.0,8.0
Reg. Gasoline,2021,2.0,4.0,7.6
Reg. Gasoline,2021,2.0,4.0,7.7
Reg. Gasoline,2021,2.0,4.0,8.2
Reg. Gasoline,2021,2.0,4.0,7.7
Reg. Gasoline,2021,2.0,4.0,8.4
Reg. Gasoline,2021,2.0,4.0,7.5
Reg. Gasoline,2021,2.0,4.0,8.4
Reg. Gasoline,2021,1.8,4.0,4.4
Prm. Gasoline,2021,2.0,4.0,9.4
Prm. Gasoline,2021,3.0,6.0,10.6
Reg. Gasoline,2021,3.5,6.0,11.9
Reg. Gasoline,2021,3.5,6.0,11.8
Reg. Gasoline,2021,2.5,4.0,6.7
Reg. Gasoline,2021,2.5,4.0,6.6
Reg. Gasoline,2021,1.8,4.0,4.4
Reg. Gasoline,2021,1.8,4.0,4.6
Reg. Gasoline,2021,2.5,4.0,8.8
Reg. Gasoline,2021,2.5,4.0,8.5
Reg. Gasoline,2021,2.5,4.0,9.4
Reg. Gasoline,2021,2.5,4.0,8.8
Reg. Gasoline,2021,2.5,4.0,8.7
Reg. Gasoline,2021,2.5,4.0,9.5
Reg. Gasoline,2021,2.5,4.0,5.8
Reg. Gasoline,2021,5.7,8.0,18.5
Reg. Gasoline,2021,2.5,4.0,6.6
Reg. Gasoline,2021,2.5,4.0,6.8
Reg. Gasoline,2021,3.5,6.0,13.0
Reg. Gasoline,2021,3.5,6.0,13.8
Reg. Gasoline,2021,3.5,6.0,13.8
Reg. Gasoline,2021,5.7,8.0,17.7
Reg. Gasoline,2021,5.7,8.0,18.0
Reg. Gasoline,2021,2.5,4.0,5.9
Prm. Gasoline,2021,2.0,4.0,11.6
Reg. Gasoline,2021,2.0,4.0,11.7
Reg. Gasoline,2021,3.6,6.0,14.6
Reg. Gasoline,2021,2.0,4.0,11.7
Reg. Gasoline,2021,3.6,6.0,13.8
Reg. Gasoline,2021,1.4,4.0,8.2
Reg. Gasoline,2021,1.4,4.0,8.0
Reg. Gasoline,2021,2.0,4.0,9.7
Reg. Gasoline,2021,2.0,4.0,10.1
Reg. Gasoline,2021,1.4,4.0,8.0
Reg. Gasoline,2021,1.4,4.0,7.9
Reg. Gasoline,2021,2.0,4.0,9.7
Reg. Gasoline,2021,2.0,4.0,9.7
Reg. Gasoline,2021,2.0,4.0,9.8
Reg. Gasoline,2021,2.0,4.0,10.4
Reg. Gasoline,2021,2.0,4.0,11.0
Prm. Gasoline,2021,2.0,4.0,10.0
Prm. Gasoline,2021,2.0,4.0,10.8
Prm. Gasoline,2021,2.0,4.0,11.0
Prm. Gasoline,2021,2.0,4.0,11.3
Prm. Gasoline,2021,2.0,4.0,10.0
Prm. Gasoline,2021,2.0,4.0,11.3
Prm. Gasoline,2021,2.0,4.0,10.8
Reg. Gasoline,2021,2.0,4.0,10.7
Prm. Gasoline,2021,2.0,4.0,10.7
Prm. Gasoline,2021,2.0,4.0,11.1
Prm. Gasoline,2021,2.0,4.0,11.7
Prm. Gasoline,2021,2.0,4.0,11.5
Prm. Gasoline,2021,2.0,4.0,12.1
Prm. Gasoline,2022,2.4,4.0,9.9
Prm. Gasoline,2022,3.5,6.0,12.6
Prm. Gasoline,2022,2.0,4.0,11.0
Prm. Gasoline,2022,2.0,4.0,11.3
Prm. Gasoline,2022,2.0,4.0,11.2
Prm. Gasoline,2022,2.0,4.0,11.3
Prm. Gasoline,2022,3.0,6.0,12.3
Prm. Gasoline,2022,3.0,6.0,12.3
Prm. Gasoline,2022,2.0,4.0,10.0
Prm. Gasoline,2022,2.0,4.0,10.5
Prm. Gasoline,2022,2.9,6.0,13.5
Prm. Gasoline,2022,2.0,4.0,10.3
Prm. Gasoline,2022,2.0,4.0,10.8
Prm. Gasoline,2022,2.9,6.0,13.9
Prm. Gasoline,2022,4.0,8.0,13.0
Prm. Gasoline,2022,5.2,12.0,16.4
Prm. Gasoline,2022,5.2,12.0,16.4
Prm. Gasoline,2022,4.0,8.0,16.8
Prm. Gasoline,2022,4.0,8.0,13.1
Reg. Gasoline,2022,2.0,4.0,8.5
Prm. Gasoline,2022,2.0,4.0,9.1
Prm. Gasoline,2022,2.0,4.0,9.8
Prm. Gasoline,2022,2.0,4.0,9.8
Prm. Gasoline,2022,2.0,4.0,10.4
Prm. Gasoline,2022,2.0,4.0,9.8
Prm. Gasoline,2022,2.0,4.0,9.8
Prm. Gasoline,2022,2.0,4.0,10.2
Prm. Gasoline,2022,3.0,6.0,11.1
Prm. Gasoline,2022,3.0,6.0,11.5
Prm. Gasoline,2022,3.0,6.0,11.1
Prm. Gasoline,2022,3.0,6.0,12.6
Reg. Gasoline,2022,2.0,4.0,10.4
Reg. Gasoline,2022,2.0,4.0,11.4
Prm. Gasoline,2022,2.0,4.0,10.3
Prm. Gasoline,2022,2.0,4.0,10.3
Prm. Gasoline,2022,2.0,4.0,10.3
Prm. Gasoline,2022,2.0,4.0,12.0
Prm. Gasoline,2022,3.0,6.0,12.8
Prm. Gasoline,2022,3.0,6.0,12.8
Prm. Gasoline,2022,5.2,10.0,16.7
Prm. Gasoline,2022,5.2,10.0,17.9
Prm. Gasoline,2022,5.2,10.0,16.7
Prm. Gasoline,2022,5.2,10.0,17.9
Prm. Gasoline,2022,2.9,6.0,13.0
Prm. Gasoline,2022,2.9,6.0,13.1
Prm. Gasoline,2022,4.0,8.0,16.1
Prm. Gasoline,2022,4.0,8.0,16.0
Prm. Gasoline,2022,4.0,8.0,18.0
Prm. Gasoline,2022,2.0,4.0,10.0
Prm. Gasoline,2022,3.0,6.0,11.1
Prm. Gasoline,2022,3.0,6.0,11.3
Prm. Gasoline,2022,3.0,6.0,11.1
Prm. Gasoline,2022,3.0,6.0,11.1
Prm. Gasoline,2022,2.9,6.0,12.8
Prm. Gasoline,2022,2.9,6.0,12.8
Prm. Gasoline,2022,4.0,8.0,16.9
Prm. Gasoline,2022,3.0,6.0,12.5
Prm. Gasoline,2022,3.0,6.0,12.5
Prm. Gasoline,2022,4.0,8.0,16.0
Prm. Gasoline,2022,4.0,8.0,16.0
Reg. Gasoline,2022,2.0,4.0,10.5
Reg. Gasoline,2022,2.0,4.0,10.5
Prm. Gasoline,2022,2.0,4.0,10.0
Prm. Gasoline,2022,4.0,8.0,15.8
Prm. Gasoline,2022,6.0,12.0,19.0
Prm. Gasoline,2022,4.0,8.0,14.9
Prm. Gasoline,2022,6.0,12.0,19.6
Prm. Gasoline,2022,4.0,8.0,15.2
Prm. Gasoline,2022,6.0,12.0,20.3
Prm. Gasoline,2022,4.0,8.0,15.5
Prm. Gasoline,2022,6.0,12.0,19.2
Prm. Gasoline,2022,2.0,4.0,9.5
Prm. Gasoline,2022,2.0,4.0,10.0
Prm. Gasoline,2022,2.0,4.0,10.0
Prm. Gasoline,2022,2.0,4.0,10.1
Prm. Gasoline,2022,3.0,6.0,10.5
Prm. Gasoline,2022,4.4,8.0,13.9
Prm. Gasoline,2022,4.4,8.0,13.9
Prm. Gasoline,2022,4.4,8.0,13.9
Prm. Gasoline,2022,4.4,8.0,13.9
Prm. Gasoline,2022,4.4,8.0,15.7
Prm. Gasoline,2022,2.0,4.0,10.4
Prm. Gasoline,2022,3.0,6.0,10.4
Prm. Gasoline,2022,3.0,6.0,14.7
Prm. Gasoline,2022,3.0,6.0,14.5
Prm. Gasoline,2022,3.0,6.0,14.6
Prm. Gasoline,2022,3.0,6.0,10.4
Prm. Gasoline,2022,3.0,6.0,15.1
Prm. Gasoline,2022,3.0,6.0,14.7
Prm. Gasoline,2022,3.0,6.0,14.5
Prm. Gasoline,2022,3.0,6.0,14.6
Prm. Gasoline,2022,3.0,6.0,10.4
Prm. Gasoline,2022,3.0,6.0,10.4
Prm. Gasoline,2022,3.0,6.0,10.9
Prm. Gasoline,2022,4.4,8.0,16.1
Prm. Gasoline,2022,4.4,8.0,16.1
Prm. Gasoline,2022,4.4,8.0,16.1
Prm. Gasoline,2022,4.4,8.0,13.5
Prm. Gasoline,2022,6.6,12.0,17.8
Prm. Gasoline,2022,4.4,8.0,16.1
Prm. Gasoline,2022,4.4,8.0,16.1
Prm. Gasoline,2022,4.4,8.0,16.1
Prm. Gasoline,2022,4.4,8.0,16.1
Prm. Gasoline,2022,4.4,8.0,16.1
Prm. Gasoline,2022,4.4,8.0,16.1
Prm. Gasoline,2022,4.4,8.0,13.9
Prm. Gasoline,2022,4.4,8.0,13.5
Prm. Gasoline,2022,4.4,8.0,13.9
Prm. Gasoline,2022,2.0,4.0,10.3
Prm. Gasoline,2022,2.0,4.0,9.9
Prm. Gasoline,2022,2.0,4.0,9.9
Prm. Gasoline,2022,2.0,4.0,11.0
Prm. Gasoline,2022,3.0,6.0,15.7
Prm. Gasoline,2022,3.0,6.0,15.7
Prm. Gasoline,2022,3.0,6.0,11.2
Prm. Gasoline,2022,2.0,4.0,11.0
Prm. Gasoline,2022,3.0,6.0,15.7
Prm. Gasoline,2022,3.0,6.0,15.7
Prm. Gasoline,2022,3.0,6.0,11.2
Prm. Gasoline,2022,3.0,6.0,11.3
Prm. Gasoline,2022,4.4,8.0,17.9
Prm. Gasoline,2022,4.4,8.0,17.9
Prm. Gasoline,2022,4.4,8.0,14.4
Prm. Gasoline,2022,3.0,6.0,11.3
Prm. Gasoline,2022,4.4,8.0,17.9
Prm. Gasoline,2022,4.4,8.0,17.9
Prm. Gasoline,2022,4.4,8.0,14.4
Prm. Gasoline,2022,3.0,6.0,12.1
Prm. Gasoline,2022,4.4,8.0,15.7
Prm. Gasoline,2022,2.0,4.0,9.4
Prm. Gasoline,2022,3.0,6.0,10.8
Prm. Gasoline,2022,8.0,16.0,26.8
Prm. Gasoline,2022,8.0,16.0,30.3
Prm. Gasoline,2022,8.0,16.0,30.3
Reg. Gasoline,2022,3.6,6.0,13.0
Reg. Gasoline,2022,3.6,6.0,13.6
Reg. Gasoline,2022,1.4,4.0,9.7
Reg. Gasoline,2022,1.4,4.0,10.2
Reg. Gasoline,2022,1.2,3.0,8.0
Reg. Gasoline,2022,1.3,3.0,8.2
Reg. Gasoline,2022,1.3,3.0,9.0
Reg. Gasoline,2022,2.0,4.0,10.0
Reg. Gasoline,2022,2.0,4.0,10.5
Prm. Gasoline,2022,2.0,4.0,10.2
Prm. Gasoline,2022,2.7,4.0,11.0
Prm. Gasoline,2022,2.0,4.0,10.5
Prm. Gasoline,2022,2.7,4.0,11.4
Prm. Gasoline,2022,2.7,4.0,11.9
Prm. Gasoline,2022,2.7,4.0,12.0
Prm. Gasoline,2022,3.6,6.0,15.0
Prm. Gasoline,2022,3.6,6.0,15.2
Prm. Gasoline,2022,2.0,4.0,10.3
Prm. Gasoline,2022,3.0,6.0,12.4
Prm. Gasoline,2022,2.0,4.0,10.9
Prm. Gasoline,2022,3.0,6.0,12.8
Prm. Gasoline,2022,3.0,6.0,12.8
Prm. Gasoline,2022,3.0,6.0,12.8
Prm. Gasoline,2022,6.2,8.0,18.1
Prm. Gasoline,2022,6.2,8.0,18.3
Diesel,2022,3.0,6.0,11.7
Prm. Gasoline,2022,6.2,8.0,16.3
Prm. Gasoline,2022,6.2,8.0,17.0
Prm. Gasoline,2022,2.0,4.0,10.0
Prm. Gasoline,2022,2.0,4.0,10.9
Prm. Gasoline,2022,2.0,4.0,10.8
Prm. Gasoline,2022,2.0,4.0,11.2
Reg. Gasoline,2022,3.6,6.0,12.9
Prm. Gasoline,2022,2.0,4.0,11.2
Reg. Gasoline,2022,3.6,6.0,13.1
Reg. Gasoline,2022,2.0,4.0,10.6
Reg. Gasoline,2022,3.6,6.0,12.3
Reg. Gasoline,2022,2.0,4.0,10.8
Reg. Gasoline,2022,3.6,6.0,12.6
Prm. Gasoline,2022,2.0,4.0,10.9
Prm. Gasoline,2022,2.0,4.0,12.6
Reg. Gasoline,2022,3.6,6.0,12.8
Reg. Gasoline,2022,3.6,6.0,14.4
Prm. Gasoline,2022,6.2,8.0,14.6
Prm. Gasoline,2022,6.2,8.0,14.9
Prm. Gasoline,2022,6.2,8.0,18.3
Prm. Gasoline,2022,6.2,8.0,17.2
Reg. Gasoline,2022,2.5,4.0,12.2
Diesel,2022,2.8,4.0,11.8
Reg. Gasoline,2022,3.6,6.0,12.9
Reg. Gasoline,2022,2.5,4.0,12.6
Diesel,2022,2.8,4.0,12.2
Reg. Gasoline,2022,3.6,6.0,14.0
Diesel,2022,2.8,4.0,13.3
Reg. Gasoline,2022,3.6,6.0,15.0
Prm. Gasoline,2022,6.2,8.0,15.1
Reg. Gasoline,2022,1.5,4.0,8.9
Reg. Gasoline,2022,1.5,4.0,9.4
Reg. Gasoline,2022,1.5,4.0,8.2
Prm. Gasoline,2022,2.0,4.0,10.7
Reg. Gasoline,2022,2.7,4.0,12.5
Diesel,2022,3.0,6.0,10.2
Reg. Gasoline,2022,5.3,8.0,16.2
Ethanol (E85),2022,5.3,8.0,21.5
Reg. Gasoline,2022,5.3,8.0,15.1
Reg. Gasoline,2022,5.3,8.0,14.4
Reg. Gasoline,2022,2.7,4.0,13.9
Reg. Gasoline,2022,2.7,4.0,14.7
Diesel,2022,3.0,6.0,10.9
Diesel,2022,3.0,6.0,10.5
Diesel,2022,3.0,6.0,11.8
Reg. Gasoline,2022,5.3,8.0,16.5
Ethanol (E85),2022,5.3,8.0,22.0
Reg. Gasoline,2022,5.3,8.0,17.4
Ethanol (E85),2022,5.3,8.0,23.1
Reg. Gasoline,2022,5.3,8.0,15.6
Reg. Gasoline,2022,5.3,8.0,16.9
Reg. Gasoline,2022,5.3,8.0,14.7
Reg. Gasoline,2022,5.3,8.0,16.8
Reg. Gasoline,2022,5.3,8.0,15.3
Reg. Gasoline,2022,5.3,8.0,16.1
Reg. Gasoline,2022,5.3,8.0,16.6
Reg. Gasoline,2022,5.3,8.0,16.8
Reg. Gasoline,2022,5.3,8.0,18.1
Prm. Gasoline,2022,6.2,8.0,15.7
Prm. Gasoline,2022,6.2,8.0,16.6
Prm. Gasoline,2022,6.2,8.0,16.5
Prm. Gasoline,2022,6.2,8.0,16.5
Prm. Gasoline,2022,6.2,8.0,18.2
Prm. Gasoline,2022,6.2,8.0,16.7
Reg. Gasoline,2022,1.4,4.0,7.7
Reg. Gasoline,2022,1.4,4.0,8.0
Diesel,2022,3.0,6.0,11.2
Reg. Gasoline,2022,5.3,8.0,15.8
Reg. Gasoline,2022,5.3,8.0,16.0
Diesel,2022,3.0,6.0,11.7
Reg. Gasoline,2022,5.3,8.0,15.9
Reg. Gasoline,2022,5.3,8.0,17.0
Prm. Gasoline,2022,6.2,8.0,16.3
Prm. Gasoline,2022,6.2,8.0,17.0
Diesel,2022,3.0,6.0,11.0
Reg. Gasoline,2022,5.3,8.0,15.8
Reg. Gasoline,2022,5.3,8.0,16.0
Diesel,2022,3.0,6.0,11.7
Reg. Gasoline,2022,5.3,8.0,15.8
Reg. Gasoline,2022,5.3,8.0,17.0
Prm. Gasoline,2022,6.2,8.0,16.3
Prm. Gasoline,2022,6.2,8.0,17.0
Reg. Gasoline,2022,1.2,3.0,8.0
Reg. Gasoline,2022,1.3,3.0,8.0
Reg. Gasoline,2022,1.3,3.0,8.9
Reg. Gasoline,2022,3.6,6.0,13.0
Reg. Gasoline,2022,3.6,6.0,13.6
Reg. Gasoline,2022,1.4,4.0,9.7
Reg. Gasoline,2022,1.4,4.0,10.2
Reg. Gasoline,2022,3.6,6.0,12.4
Reg. Gasoline,2022,5.7,8.0,14.7
Reg. Gasoline,2022,3.6,6.0,12.8
Reg. Gasoline,2022,3.6,6.0,12.4
Reg. Gasoline,2022,3.6,6.0,12.4
Reg. Gasoline,2022,3.6,6.0,14.1
Reg. Gasoline,2022,3.6,6.0,12.4
Reg. Gasoline,2022,5.7,8.0,14.7
Prm. Gasoline,2022,5.7,8.0,15.6
Prm. Gasoline,2022,6.4,8.0,15.8
Prm. Gasoline,2022,6.4,8.0,16.7
Reg. Gasoline,2022,3.6,6.0,12.8
Prm. Gasoline,2022,6.4,8.0,15.8
Prm. Gasoline,2022,6.4,8.0,16.7
Prm. Gasoline,2022,6.2,8.0,17.6
Prm. Gasoline,2022,6.2,8.0,18.1
Prm. Gasoline,2022,6.2,8.0,18.6
Prm. Gasoline,2022,6.2,8.0,18.1
Reg. Gasoline,2022,3.6,6.0,12.4
Reg. Gasoline,2022,5.7,8.0,14.7
Prm. Gasoline,2022,6.4,8.0,15.8
Reg. Gasoline,2022,3.6,6.0,12.8
Prm. Gasoline,2022,6.4,8.0,15.8
Prm. Gasoline,2022,6.2,8.0,19.0
Reg. Gasoline,2022,3.6,6.0,12.7
Reg. Gasoline,2022,5.7,8.0,16.7
Prm. Gasoline,2022,6.4,8.0,18.3
Reg. Gasoline,2022,1.3,4.0,10.0
Reg. Gasoline,2022,2.3,4.0,12.1
Reg. Gasoline,2022,2.3,4.0,12.1
Reg. Gasoline,2022,2.7,6.0,12.8
Reg. Gasoline,2022,2.3,4.0,13.5
Reg. Gasoline,2022,2.3,4.0,14.9
Reg. Gasoline,2022,2.7,6.0,14.1
Reg. Gasoline,2022,2.3,4.0,13.1
Reg. Gasoline,2022,2.3,4.0,13.8
Reg. Gasoline,2022,3.0,6.0,15.7
Reg. Gasoline,2022,2.3,4.0,13.1
Reg. Gasoline,2022,2.3,4.0,13.8
Reg. Gasoline,2022,2.7,6.0,14.1
Reg. Gasoline,2022,1.5,3.0,9.3
Reg. Gasoline,2022,2.0,4.0,11.1
Reg. Gasoline,2022,2.0,4.0,10.4
Reg. Gasoline,2022,2.0,4.0,11.5
Reg. Gasoline,2022,2.0,4.0,11.6
Reg. Gasoline,2022,2.7,6.0,12.6
Reg. Gasoline,2022,1.5,3.0,8.5
Reg. Gasoline,2022,1.5,3.0,9.0
Reg. Gasoline,2022,2.0,4.0,10.5
Reg. Gasoline,2022,2.5,4.0,5.4
Reg. Gasoline,2022,2.5,4.0,5.5
Reg. Gasoline,2022,3.5,6.0,14.8
Reg. Gasoline,2022,3.5,6.0,15.4
Reg. Gasoline,2022,3.5,6.0,14.5
Reg. Gasoline,2022,3.5,6.0,15.2
Reg. Gasoline,2022,2.3,4.0,11.7
Reg. Gasoline,2022,2.3,4.0,12.0
Reg. Gasoline,2022,2.3,4.0,12.2
Reg. Gasoline,2022,2.3,4.0,12.5
Reg. Gasoline,2022,3.0,6.0,13.4
Reg. Gasoline,2022,3.0,6.0,13.4
Reg. Gasoline,2022,3.3,6.0,10.1
Reg. Gasoline,2022,2.7,6.0,12.1
Reg. Gasoline,2022,2.7,6.0,13.5
Reg. Gasoline,2022,3.3,6.0,12.1
Ethanol (E85),2022,3.3,6.0,16.8
Reg. Gasoline,2022,3.5,6.0,13.1
Reg. Gasoline,2022,3.5,6.0,13.7
Reg. Gasoline,2022,5.0,8.0,14.4
Ethanol (E85),2022,5.0,8.0,20.8
Reg. Gasoline,2022,5.0,8.0,14.7
Ethanol (E85),2022,5.0,8.0,20.1
Reg. Gasoline,2022,2.7,6.0,12.9
Reg. Gasoline,2022,3.3,6.0,12.6
Ethanol (E85),2022,3.3,6.0,17.3
Reg. Gasoline,2022,3.5,6.0,13.5
Reg. Gasoline,2022,3.5,6.0,14.6
Reg. Gasoline,2022,5.0,8.0,14.7
Ethanol (E85),2022,5.0,8.0,21.2
Reg. Gasoline,2022,5.0,8.0,15.1
Ethanol (E85),2022,5.0,8.0,20.7
Reg. Gasoline,2022,3.5,6.0,15.8
Reg. Gasoline,2022,3.5,6.0,16.8
Reg. Gasoline,2022,3.5,6.0,16.0
Reg. Gasoline,2022,3.5,6.0,16.6
Reg. Gasoline,2022,3.5,6.0,14.3
Reg. Gasoline,2022,3.5,6.0,14.7
Reg. Gasoline,2022,3.5,6.0,9.8
Reg. Gasoline,2022,3.5,6.0,10.3
Prm. Gasoline,2022,3.5,6.0,19.9
Reg. Gasoline,2022,2.0,4.0,10.7
Reg. Gasoline,2022,2.5,4.0,5.6
Reg. Gasoline,2022,2.3,4.0,11.0
Reg. Gasoline,2022,2.3,4.0,11.4
Reg. Gasoline,2022,2.3,4.0,11.7
Reg. Gasoline,2022,2.3,4.0,11.5
Reg. Gasoline,2022,2.3,4.0,11.9
Reg. Gasoline,2022,5.0,8.0,15.2
Reg. Gasoline,2022,5.0,8.0,16.1
Reg. Gasoline,2022,2.3,4.0,11.7
Reg. Gasoline,2022,2.3,4.0,12.0
Reg. Gasoline,2022,2.3,4.0,12.1
Reg. Gasoline,2022,2.3,4.0,11.8
Reg. Gasoline,2022,2.3,4.0,12.3
Reg. Gasoline,2022,5.0,8.0,15.8
Reg. Gasoline,2022,5.0,8.0,15.2
Reg. Gasoline,2022,5.0,8.0,17.1
Reg. Gasoline,2022,2.3,4.0,11.9
Reg. Gasoline,2022,2.3,4.0,12.4
Reg. Gasoline,2022,2.3,4.0,12.4
Prm. Gasoline,2022,5.2,8.0,19.9
Reg. Gasoline,2022,2.0,4.0,9.8
Reg. Gasoline,2022,2.0,4.0,9.8
Ethanol (E85),2022,2.0,4.0,13.3
Reg. Gasoline,2022,2.5,4.0,12.0
Reg. Gasoline,2022,2.0,4.0,10.0
Reg. Gasoline,2022,2.0,4.0,10.0
Ethanol (E85),2022,2.0,4.0,14.7
Reg. Gasoline,2022,2.5,4.0,12.1
Prm. Gasoline,2022,2.0,4.0,11.4
Prm. Gasoline,2022,3.3,6.0,13.5
Prm. Gasoline,2022,2.5,4.0,10.8
Prm. Gasoline,2022,3.5,6.0,14.8
Prm. Gasoline,2022,5.0,8.0,15.0
Prm. Gasoline,2022,2.5,4.0,10.7
Prm. Gasoline,2022,3.5,6.0,12.9
Prm. Gasoline,2022,2.5,4.0,11.3
Prm. Gasoline,2022,3.5,6.0,12.9
Reg. Gasoline,2022,2.0,4.0,10.6
Reg. Gasoline,2022,3.6,6.0,12.3
Reg. Gasoline,2022,2.0,4.0,10.8
Reg. Gasoline,2022,3.6,6.0,12.6
Reg. Gasoline,2022,2.5,4.0,12.2
Diesel,2022,2.8,4.0,11.8
Reg. Gasoline,2022,3.6,6.0,12.9
Reg. Gasoline,2022,2.5,4.0,12.6
Diesel,2022,2.8,4.0,12.2
Reg. Gasoline,2022,3.6,6.0,14.0
Reg. Gasoline,2022,2.7,4.0,12.5
Diesel,2022,3.0,6.0,10.2
Reg. Gasoline,2022,5.3,8.0,16.2
Ethanol (E85),2022,5.3,8.0,21.5
Reg. Gasoline,2022,5.3,8.0,15.1
Reg. Gasoline,2022,5.3,8.0,14.4
Reg. Gasoline,2022,2.7,4.0,13.9
Reg. Gasoline,2022,2.7,4.0,14.7
Diesel,2022,3.0,6.0,10.5
Diesel,2022,3.0,6.0,11.8
Reg. Gasoline,2022,5.3,8.0,16.5
Ethanol (E85),2022,5.3,8.0,22.0
Reg. Gasoline,2022,5.3,8.0,17.4
Ethanol (E85),2022,5.3,8.0,23.1
Reg. Gasoline,2022,5.3,8.0,15.6
Reg. Gasoline,2022,5.3,8.0,16.9
Reg. Gasoline,2022,5.3,8.0,14.9
Reg. Gasoline,2022,5.3,8.0,16.8
Reg. Gasoline,2022,5.3,8.0,15.4
Reg. Gasoline,2022,5.3,8.0,16.1
Reg. Gasoline,2022,5.3,8.0,16.6
Reg. Gasoline,2022,5.3,8.0,18.1
Prm. Gasoline,2022,6.2,8.0,15.7
Prm. Gasoline,2022,6.2,8.0,16.6
Prm. Gasoline,2022,6.2,8.0,16.5
Prm. Gasoline,2022,6.2,8.0,18.2
Reg. Gasoline,2022,1.5,4.0,9.2
Reg. Gasoline,2022,1.5,4.0,9.6
Diesel,2022,3.0,6.0,11.2
Reg. Gasoline,2022,5.3,8.0,15.8
Reg. Gasoline,2022,5.3,8.0,16.0
Diesel,2022,3.0,6.0,11.7
Reg. Gasoline,2022,5.3,8.0,15.8
Reg. Gasoline,2022,5.3,8.0,17.0
Prm. Gasoline,2022,6.2,8.0,16.3
Prm. Gasoline,2022,6.2,8.0,17.0
Diesel,2022,3.0,6.0,11.2
Reg. Gasoline,2022,5.3,8.0,15.8
Reg. Gasoline,2022,5.3,8.0,16.0
Diesel,2022,3.0,6.0,11.7
Reg. Gasoline,2022,5.3,8.0,15.9
Reg. Gasoline,2022,5.3,8.0,17.0
Prm. Gasoline,2022,6.2,8.0,16.3
Prm. Gasoline,2022,6.2,8.0,17.0
